CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason1,ICCAT,Reason2,IATTC,Reason3,WCPFC,Reason4,CCAMLR,Reason5,SEAFO,Reason6,INTERPOL,Reason7,NEAFC,Reason8,NAFO,Reason9,SPRFMO,Reason10,CCSBT,Reason11,GFCM,Reason12,NPFC,Reason13,SIOFA,Reason14
True,STS-50,STS-50,8514772,,"Fishing Vessel, Reefer",Longline,Unknown,5VDR2,,"384.000, 498.000",452,53.520,198510,3.760,"Shizuoka, Shizuoka, KK Kanasashi Zosen - Shizuoka SZ, Japan",Marine Fisheries Corporation Co Ltd,,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2016-10-28 - ,Landing IUU catch,2016 - ,From CCAMLR,,,,,,,,,,,2018 - ,,,,2019 - ,Cross-listing
True,SUMMER REFER,OKAPI MARTA,7816472,,"Fish carrier, Reefer",,,,,2617.000,1960,74.670,198705,4.710,"Huelva, Spain",Africa Maritime Co SA,Africa Maritime Co SA,In Service/commission,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,,,,,,,,,,,,,2016 - ,,,,2019 - ,Cross-listing
False,SUNNY JANE,Sunny Jane,7347407,,Reefer,,Unknown,V3KG2,,1327.000,1666,74.120,197406,6.560,"Uusikaupunki, Uudenkaupungin Telakka Oy (Nystads Varv Ab) - Uusikaupunki Yard/hull No.: 275, Finland",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Broken Up,,,,,,,,,,,2007-10-31 - 2011-04-04,,,,2004-07-01 - 2010-11-12,010704 OBS by ISL transhipping in the NEAFC Regulatory Area 270505 OBS by ISL Transhipping with and IUU Vessel,2007-02-18 - 2011-07-13,,,,,,,,,,,
True,TA FU NO. 1,Ta Fu 1,9259070,,Fishing Vessel,,Unknown,,,125.000,,25.800,200108,,"China, Province Of Taiwan, Builders Unk, Chinese Taipei",Ching Tsuen Tsay Kuo,Ching Tsuen Tsay Kuo,In Service/commission,2019-12 - ,Cross-listing,2013-08-20 - ,,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,TARUMAN,Taruman,7235733,,"Fishing Vessel, Stern Trawler",Trawl unspecified,North Korea,,,2169.000,,76.510,197301,8.160,"Sovik, Aker Yards As Soviknes, Norway",Rulfend Corp SA,Manuel Barros Rivadulla,Broken Up,,,,,,,,,2005-11-04 - 2009-10-23,Fishing inside Subarea 88.1,2007-10-31 - 2009-10-23,,,,,,,,,,,,,,,,,
False,TARZAN 28,Tarzan 28,,,,,Nicaragua,,,90.000,,27.600,2002,2.000,Chien Renn Shipbuilding Co. Ltd,,Bluefin Todo De Belize Co. Ltd.,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,"TARZAN III, TARZAN NO. 3",Tarzan III,8994362,,Fishing Vessel,Longline,,,,105.000,,23.800,199801,3.250,"Tigre, Argentina, Tecnonaval S.A.",Wang Ming-Fa,Wang Ming-Fa,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,TARZAN VIII,Tarzan VIII,8994374,,Fishing Vessel,,Nicaragua,,,113.000,,23.100,199701,4.500,"Tigre, Tecnonaval S.A., Argentina",Tankan Marine SA (TAMASA),Wang Ming-Fa,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,TARZAN XII,Tarzan XII,8994386,,Fishing Vessel,,Nicaragua,V3NU9,,113.000,,"23.100, 26.500",199701,4.500,"Tigre, Tecnonaval S.A., Argentina",Tankan Marine SA (TAMASA); Hung Chuan Wang Shih / Astillero Mariscos del Pacífico SA; Wang Ming-Fa,Wang Ming-Fa,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,TCHAW,Tchaw,6818930,,"Fishing Vessel, Trawler",Trawl unspecified,,,,729.000,800,53.000,196800,7.120,"Gijon, Musel S.A., Maritima Del (Gijon , Spain), Spain",His-To Co Ltd,Jose Manuel Salgueiro,Laid-Up,,,,,,,,,2005-11-04 - 2017,Inside Division 58.4.3b; Fishing inside Division 58.4.2; Inside Division 58.4.3b; 58.4.4a; Fishing inside Division 58.4.3b,2007-10-31 - 2018,,,,,,,,,,,,2014-05 - 2018,,,,,
True,TCHING YE NO. 6,Tching Ye No. 6,,,,,Unknown,V3GN,,11800.000,,2450.000,1997,325.000,Tecnonaval SA,Costado Este de UCR; Bluefin SA,,,2019-12 - ,Cross-listing,2013-08-20 - ,,2009-06-06 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,THUNDER,Thunder,6905408,,"Reefer, Factory Stern Trawler, Fishing Vessel",Trawl unspecified,Nigeria,5NTV,,1175.000,660,61.750,196903,7.010,"Ulsteinvik, Hatlo Verksted As, Norway",Royal Marine and Spares Nigeria Ltd,Rptd Sold Undisclosed Interest,Total Loss,,,,,,,,,2006-11-03 - 2015-10,,2007-10-31 - 2015-12,,,,,,,,,,,,,,,,,
True,TIAN LUNG NO. 12,Tian Lung No. 12,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
False,TIANTAI,Tiantai,7905039,,Reefer,,Unknown,,,1884.000,2144,75.390,198003,7.270,"Frederikshavn, Denmark",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Total Loss,,,,,,,,,2012-11-15 - 2014-10-20,Inside Division 58.4.1,2012-11-15 - 2014-10-20,Adopted from CCAMLR,,,,,,,,,,,,,,,,
False,"TONINA NO. 5, NO.5 TONINA",Tonina V,9001423,9409001-6210008,Fishing Vessel,Longline,South Korea,6NKA,440645000,"408.000, 617.000",455,56.070,198908,3.840,"Busan, Dae Sun Shipbuilding & Engineering Co Ltd - Busan Yard/hull No.: 354, Korea (Republic of), Korea, South",Dongwon Industries Co Ltd,Dongwon Industries Co Ltd,In Service/commission,,,2006-11-26 - 2010,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,,,,,,
True,TRINITY,Trinity,7321374,,"Fishing Vessel, Trawler",Trawl unspecified,Unknown,,,337.000,159,36.940,197300,3.920,"Vigo, Construcciones Navales P. Freire S.A. - Vigo Yard/hull No.: 78, Spain",Fairmat GH - Holiday Fishing Ghana,,In Service/commission,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,2007-10-31 - ,,,,2004-09-13 - ,OBS with Panamanian Flag. OBS by GBR FIS in RA,2007-02-18 - ,Following NEAFC,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,ULLA,Ulla,8606836,C-00971,"Fishing Vessel, Stern Trawler",Trawl unspecified,Georgia,4LLA,,1895.000,690,62.250,198607,9.200,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 715, German Democratic Republic",,,Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2004-04-01 - 2009-11-13,,2006-09-22 - 2009-11-13,NAFO Div. 1F,,,,,,,,,,
True,UTHAIWAN,WISDOM SEA REEFER,7637527,47912077,Reefer,,"Cameroon, Mongolia","TJMC52, JVJT7","613003596, 457900477",2989.000,3771,101.940,197709,8.010,"Groningen, Netherlands",PK Shipping & Agency Co Ltd,PK Shipping & Agency Co Ltd,Broken Up,2018-05 - 2021,Contravention of IOTC Resolution 17/03,2018-06-06 - 2021-03-05,Cross listing,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
False,VACHANAM,VACHANAM,,TN2/FV/01256/12dt,Fishing Vessel,"Gillnets, Longline",India,,,,,,,,,Satrin T,,,2017-05 - 2019-06,Fishing without a license and use of prohibited gear in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,VEDRA,Acros No. 3,7717913,L-0326796,Fishing Vessel,,Honduras,HQTK9,,551.000,359,50.040,197710,3.650,"Ise, Mie, Goriki Zosensho (Ise, Mie, Japan), Japan",Pesqueras Inversiones  SA,Pesqueras Inversiones  SA,Scuttled,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,VIARSA I,Viarsa I,8001335,,Fishing Vessel,,,,,678.000,433,53.560,198004,3.710,"Ise, Mie, Goriki Zosensho, Japan",Viarsa Fishing Co Inc,Navalmar SA,Broken Up,,,,,,,,,2003-11-07 - 2008-11-07,Apprehended 58.5.2; Sighted inside Division 58.5.1,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
False,VICENTE,Athena F,9130781,P-04-01010,Fishing Vessel,Purse seine,Ecuador,HC6037,735059596,"3722.000, 3708.000, 1997.000",3709,107.500,199612,10.080,"Vigo, Group Tomas A. Alonso 100, Apartado 35, 36208 Vigo (Pontevedra), Spain, H. J. Barreras","Productora Nacional Atunera Ecuatoriana Proatuna,",Productora Nacional Atunera Ecuatoriana ProatunaSA; Productora Nacional Atunera Ecuatoriana Proatuna SA,In Service/commission,,,,,,,2007-12-07 - 2008-12-12,,,,,,,,,,,,,,,,,,,,,
False,VIKING,Viking,8713392,,Fishing Vessel,,Unknown,,,1322.000,,70.110,198712,6.810,"Muroran, Hokkaido, 1987-12 Narasaki Zosen KK - Muroran HK Yard/hull No.: 1102, Japan",Betex Limited,Rptd Sold Undisclosed Interest,Scuttled,,,,,,,,,2004 - 2016-10-28,Assisting IUU operations of Thule,2007 - 2019,,,,,,,,,,,,2014-05 - 2018,,,,,
True,VIRILE,Melilla No. 101,7920182,,Fishing Vessel,Longline,Togo,5VDM6,671624000,387.000,385,50.150,198005,3.570,"Shimizu, Shizuoka, Miho Zosensho K.K. - Shimizu Yard/hull No.: 1146, Japan",North Cargo Service SA,North Cargo Service SA,In Service/commission,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,VLADIVOSTOK 2000,Damanzaihao,7913622,200661816,"Fishing Vessel, Fish factory ship",,Russia,UBES7,273455520,"49367.000, 49366.990",36484,228.600,1980,19.030,"Tsurimi Shipyard, Yokohama, Japan, Yokohama, Kanagawa, Japan, Yokohama",DVS-R Pte Ltd,DVS-R Pte Ltd,In Service/commission,,,,,,,,,,,,,,,,,,,2015-02-06 - 2020-02-14,Prolonged presence in the SPRFMO Area without authorisation and providing support to five authorised Peruvian trawlers,,,,,,,2019 - 2020,Cross-listing
False,WAN FENG,Wan Feng,,,,,Papua New Guinea,,,,,,,,,Coco Enterprises,Sunrise International,,2005-06-03 - 2008-06-11,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,WANG JIA MEN 89,Dragon 16,,,,,Unknown,,,99.000,,29.300,2000,2.000,Chien Renn Shipbuilding Co. Ltd,Bluefin Todo De Belize Co. Ltd.,IMPERIO PESQUERO DEL PACÍFICO S.A.,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,WANG JIA MEN 99,Wang Jia Men 99,9257163,280110087,Fishing Vessel,Longline,Belize,V3LV,,140.000,,29.800,200109,2.150,"Xinyuan, Jin Jiahn Lih Shipbuilding Co., Ltd., Chinese Taipei",Captura Todo de Belize Co Ltd,Captura Todo de Belize Co Ltd,Total Loss,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,WANG JIA MEN NO. 88,Wan Jia Men No. 88,,,Fishing Vessel,Longline,Unknown,,,99.000,,29.300,2000,2.000,Chien Renn Shipbuilding Co. Ltd,Captura Todo de Belize Co Ltd,IMPERIO PESQUERO DEL PACÍFICO S.A.,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA 318,Maya 31,8977601,IMUL-A-0131-CBO,"Fishing Vessel, Trawler","Longline, Trawl unspecified",Sri Lanka,4SF5455,,"101.000, 81.619",,"27.000, 23.800, 27.012",200200,2.000,"Kaohsiung, Shing Sheng Fa Boat Building Co., Chinese Taipei, Taiwan","GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD","EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD",In Service/commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA 328,Maya 32,8977613,IMUL-A-0132-CBO,"Fishing Vessel, Trawler","Longline, Trawl unspecified",Sri Lanka,4SF5457,,"101.000, 81.619",,"27.000, 23.800, 27.012",200200,2.000,"Kaohsiung, Shing Sheng Fa Boat Building Co., Chinese Taipei, Taiwan","GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD","EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD",In Service/commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA 382,Maya 11,1740877,IMUL-A-0139-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5456,,"79.000, 81.619",,"27.000, 23.800, 27.012",200108,2.000,"Taiwan, Chinese Taipei","GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD","EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD",In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA NO. 380,Maya 1,8525226,IMUL-A-0133-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5467,,"79.000, 81.619",,"27.000, 27.012",200001,2.000,"Taiwan, Chinese Taipei",GLOBAL FISHERIES COMPANY,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES COMPANY,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA NO. 381,Maya 2,1740865,IMUL-A-0138-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5469,,"79.000, 81.619",,"27.000, 27.012",200002,2.000,"Taiwan, Chinese Taipei",GLOBAL FISHERIES COMPANY,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES COMPANY,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA NO. 385,Maya 12,1740889,IMUL-A-0134-CBO,Fishing Vessel,"Longline, Gillnets",Sri Lanka,4SF5454,,"79.000, 81.619",,"27.000, 23.800, 27.012",200002,2.000,"Taiwan, Chinese Taipei",GLOBAL FISHERIES COMPANY,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES COMPANY,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA NO. 387,Maya 22,1740891,IMUL-A-0135-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5463,,"79.000, 81.619",,"27.000, 23.800, 27.012",200108,2.000,"Taiwan, Chinese Taipei",GLOBAL FISHERIES COMPANY,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES COMPANY,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA NO. 388,Maya 61,1740906,IMUL-A-0136-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5462,,"79.000, 81.619",,"27.000, 23.800, 27.450, 27.012",200208,2.000,"Shing Sheng Fa Boat Building Co. Ltd, Shing Sheng Fa Boat Building Co., LTD, Taiwan, Chinese Taipei, Shing Sheng Fa Boat Building Co., Ltd., Shing Sheng Fa Boat Building Company, Ltd.","GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD","EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES (PVT) COMPANY, GLOBAL FISHERIES PVT LTD",In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
False,WASANA NO. 389,Maya 62,1740918,IMUL-A-0137-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5464,,"79.000, 81.619",,"27.000, 23.800, 27.012",200208,2.000,"Shing Sheng Fa Boat Building Co. Ltd, Taiwan, Chinese Taipei",GLOBAL FISHERIES COMPANY,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD; GLOBAL FISHERIES COMPANY,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
True,WEN TENG NO. 688,Wen Teng No. 688,8994295,,Fishing Vessel,,Unknown,,,119.000,,25.800,200101,2.200,"Xinyuan, Lien Fong Shipbuilding Co., Ltd., Chinese Taipei",Kee Yu Pao,Kee Yu Pao,In Service/commission,2019-12 - ,Cross-listing,2013-08-20 - ,,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,WEST OCEAN,West Ocean,9230672,,Fishing Vessel,,China,BZTX8,,647.000,,54.550,200103,3.650,"Kaohsiung, Lien Cherng Shipbuilding Co., Ltd. (Kaohsiung , China, Republic Of (Taiwan)), Chinese Taipei",China National Fisheries Corporation,China National Fisheries Corporation,In Service/commission,,,,,,,,,2006-11-03 - 2011-11-01,,2007-10-31 - 2011,,,,,,,,,,,,,,,,,
False,WISDOM,WISDOM,,IND-TN-15-MM-395,Fishing Vessel,"Gillnets, Handline",India,,,,,,,,,Lowerence,,,2017-05 - 2018-12-14,Fishing without a license and use of prohibited gear in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,XIN SHI JI 16,Xin Shi Ji 16,9627253,"001427, 000820",Fishing Vessel,Longline,Fiji,3DTN,,198.000,,39.600,201011,3.600,"Rongcheng, Shandong, Huanghai Shipbuilding Co. Ltd, China, China, People's Republic Of",Xin Shi Ji Fisheries Limited,Xin Shi Ji Fisheries Limited,In Service/commission,2019-12 - ,Cross-listing,2014-08-12 - 2019,From IATTC,2014-07-18 - 2018-09-05,Operating in the IATTC area without authorisation,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,XING HAI FENG,XING HAI FEN,7826233,,Fishing Vessel,,,3FHW5,,2657.000,1741,85.000,198003,9.200,"Gdansk, Stocznia Polnocna SA (Northern Shipyard), Poland",Ocean Lion Shipping SA,Ocean Lion Shipping SA,In Service/commission,2005-06-03 - ,"Contravention of IOTC Resolution 02/04, 02/05, 03/05",2009 - ,"IOTC. Contravention of IOTC Resolutions 02/04, 02/05 and 03/05",,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,YI HONG 3,Yi Hong 3,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,YU FONG 168,Yu Fong 168,,,,,Unknown,BJ4786,,,,,,,,Chang Lin Pao-Chun; Mr Jang Faa Sheng,Mr Jang Faa Sheng,,2015-05-01 - ,Operating in the IOTC area without authorisation,2013-03-14 - ,FOLLOWING WCPFC,,,2009-07-01 - ,"Fishing in the Exclusive Economic Zone of the Republic of the Marshall Islands without permission and in contravention of Republic of the Marshall Islands’s laws and regulations. (CMM 2007-03, para 3b)",,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,YU FU 11,Yu Fu 11,,,,,Papua New Guinea,,,,,,,,,Coco Enterprises,Sunrise International,,2005-06-03 - 2008-06-11,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG,Yu Long,9257151,P-04-00959,Fishing Vessel,Longline,Ecuador,HC5585,,125.000,,29.700,200100,2.150,"Xinyuan, Chinese Taipei, Jin Jiahn Lih Shipbuilding Co., Ltd., Jin Jiahn Lih Shipbuilding Company, Ltd.",,,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG 125,Yu Long 125,8995445,,Fishing Vessel,Longline,,,,125.000,,,200201,2.150,"Xinyuan, Jin Jiahn Lih Shipbuilding Co., Ltd., Chinese Taipei",Shealth Services (Thailand) Co Ltd,Shealth Services (Thailand) Co Ltd,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG 66,Yu Long 66,8673023,20210154,Fishing Vessel,Longline,Belize,V3ZS6,,128.000,,28.400,"1999, 200001",3.500,"Tecnonaval SA, Chinese Taipei","Transportes El Pescador, S.A.",Pesca Tuna SA,Total Loss,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG 70,Yu Long 70,8673035,,Fishing Vessel,,Costa Rica,,,101.000,,27.200,199801,3.500,"Tecnonaval SA, Chinese Taipei",Hung Chuan Wang Shih / Comercializadora El Pez Dorado del Mar SA,Pesca Tuna SA,In Service/Commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG 88,Yu Long 88,,,,,Belize,V3ZT6,,76.000,,26.500,2000,3.500,"Jin Jiahn Lih Shipbuilding Co., Ltd.",,Pesca Tuna SA,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG NO. 10,Yu Long No. 10,9265562,,Fishing Vessel,,Unknown,V3TK6,,125.000,,25.800,200201,2.150,"Xinyuan, Jin Jianh Lih Shipbuilding Co. Ltd., Chinese Taipei",Yu Long Fishery Co Ltd,Yu Long Fishery Co Ltd,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG NO. 12,Tarzan 18,,,Fishing Vessel,Longline,Unknown,,,99.000,,29.300,2001,2.000,Chien Renn Shipbuilding Co. Ltd,Yu Long Fishery Co Ltd,Yu Long Fishery Co Ltd,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG NO. 26,Yu Long 26,2699817,,Fishing Vessel,Longline,,,,55.000,,22.100,200209,1.700,"Chinese Taipei, Jin Jiahn Lih Shipbuilding Co., Ltd.",Pesca Tuna SA,Pesca Tuna SA,In Service/Commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG NO. 35,Yu Long 35,2700666,,Fishing Vessel,Longline,,,,55.000,,18.300,200204,1.700,"Chinese Taipei, Jin Jiahn Lih Shipbuilding Co., Ltd.",Pesca Tuna SA,Pesca Tuna SA,In Service/Commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,YU LONG NO. 6,Yu Long No. 6,9265550,,Fishing Vessel,Longline,,,,125.000,,"28.900, 29.700",200201,2.150,"Xinyuan, Jin Jiahn Lih Shipbuilding Co., Ltd., Chinese Taipei",Shealth Services (Thailand) Co Ltd,Shealth Services (Thailand) Co Ltd,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
True,YU MAAN WON,Yu Maan Won,,,,,Unknown,,,,,,,,,,,,2007-05-18 - ,IOTC Contravention of IOTC Resolution 07/02,2009 - ,,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,YUANDA 6,YUANDA 6,,,Fishing Vessel,,China,,412356488,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,"A Japanese patrol vessel sighted this vessel conducting fishing operation in the Convention area at 25°45'9N, 147°07'06E on April 15, 2019. This nameless vessel (assumed “YUANDA6” from the vessel’s MMSI 412356488) was operating and running away",2020 - ,Cross-listing
True,YUANDA 8,YUANDA 8,,,Fishing Vessel,,China,,412365486,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,,2020 - ,Cross-listing
True,YUTUNA NO. 1,YUTUNA NO. 1,,69 00 4 40 166,Fishing Vessel,Longline,,CPA302,,,,,,,,Tseng Ming Tsai,Yen Shih Hsiung,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,YUTUNA NO. 3,YUTUNA 3 (HUNG SHENG NO. 166),,,Fishing Vessel,Longline,,CPA212,,,,,,,,Yen Shih Hsiung,Lee Shih Yuan,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,ZHE LING YU LENG 90055,,,,Fish carrier,,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHE LING YU LENG 905,,,,Fish carrier,,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHEXIANG YU 23029,ZHEXIANG YU 23029,,,Fishing Vessel,,China,,412123526,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,"Japanese patrol vessel sighted this fishing vessel in the Convention area at 25°42'03N, 147°11'02E on April 15, 2019. This vessel apparently had just finished as the gear was wet. the vessel name, which was not registered on the NPFC vessel registry",2020 - ,Cross-listing
True,ZHI MING,"No. 101 Gloria, ZHI MING",7302548,,"Reefer, Fishing Vessel, Cargo vessel",Longline,Mongolia,JVAW7,457832000,655.000,557,,197302,4.050,"Shizuoka, Shizuoka, KK Kanasashi Zosen - Shizuoka SZ, Japan",Intera Company SA,Intera Company SA,In Service/commission,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,ZHOU YU 625,Zhou Yu 625,8982917,,Fishing Vessel,,Unknown,,,195.000,,36.400,198200,3.700,"Ningbo, Zhejiang, Ningbo Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,ZHOU YU 632,Zhou Yu 632,8982955,,Fishing Vessel,,Unknown,,,195.000,,36.400,198100,3.700,"Ningbo, Zhejiang, Ningbo Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
